"Connect ID","Node A","Node B","Node C","Node D","Node E","Node F","Node G","Node H"
"7070","8589935822","25769804180","","","","","",""
"7071","8589935823","8589935824","","","","","",""
"7072","8589935825","25769804181","","","","","",""
"7073","8589935826","8589935984","8589936192","","","","",""
"7074","8589935826","25769804182","","","","","",""
"7075","8589935827","8589935900","8589936188","","","","",""
"7076","8589935828","25769804183","","","","","",""
"7077","8589935831","25769804184","","","","","",""
"7078","8589935832","25769804185","","","","","",""
"7079","8589935835","8589935872","8589935987","8589936008","","","",""
"7080","8589935835","25769804186","","","","","",""
"7081","8589935838","8589935839","","","","","",""
"7082","8589935839","25769804187","","","","","",""
"7083","8589935840","25769804188","","","","","",""
"7084","8589935841","8589935842","","","","","",""
"7085","8589935841","8589935844","","","","","",""
"7086","8589935843","25769804189","8589935844","","","","",""
"7087","8589935845","8589936163","8589936172","","","","",""
"7088","8589935845","25769804190","","","","","",""
"7089","8589935846","8589935847","","","","","",""
"7090","8589935847","25769804191","8589935985","","","","",""
"7091","8589935848","8589935907","8589936004","","","","",""
"7092","8589935848","25769804192","","","","","",""
"7093","8589935849","25769804193","8589936046","","","","",""
"7094","8589935850","8589935851","8589935901","","","","",""
"7095","8589935851","8589935873","8589936033","","","","",""
"7096","8589935852","8589935962","8589936040","","","","",""
"7097","8589935852","25769804194","","","","","",""
"7098","8589935853","8589935857","","","","","",""
"7099","8589935854","25769804195","8589935860","","","","",""
"7100","8589935855","25769804196","8589935859","","","","",""
"7101","8589935855","25769804197","8589935860","","","","",""
"7102","8589935856","8589936037","8589936086","","","","",""
"7103","8589935857","8589935859","","","","","",""
"7104","8589935858","25769804198","","","","","",""
"7105","8589935861","8589936106","","","","","",""
"7106","8589935861","25769804199","","","","","",""
"7107","8589935863","8589935946","","","","","",""
"7108","8589935864","25769804200","8589935985","","","","",""
"7109","8589935864","8589935973","","","","","",""
"7110","8589935865","25769804201","8589936195","","","","",""
"7111","8589935866","8589935980","","","","","",""
"7112","8589935867","8589935961","8589936124","","","","",""
"7113","8589935867","8589935890","8589936020","","","","",""
"7114","8589935868","25769804202","8589936045","","","","",""
"7115","8589935868","25769804203","8589936055","","","","",""
"7116","8589935869","25769804204","8589935896","","","","",""
"7117","8589935869","8589935951","8589936027","8589936048","","","",""
"7118","8589935870","25769804205","8589935942","","","","",""
"7119","8589935871","8589935965","","","","","",""
"7120","8589935872","25769804206","8589936097","","","","",""
"7121","8589935873","25769804207","8589935974","","","","",""
"7122","8589935874","8589935955","","","","","",""
"7123","8589935875","25769804208","8589936046","","","","",""
"7124","8589935876","25769804209","8589936114","","","","",""
"7125","8589935877","8589936069","","","","","",""
"7126","8589935878","8589935910","","","","","",""
"7127","8589935879","8589936083","","","","","",""
"7128","8589935879","25769804210","","","","","",""
"7129","8589935880","25769804211","8589935919","","","","",""
"7130","8589935881","8589936063","","","","","",""
"7131","8589935881","25769804212","8589935893","","","","",""
"7132","8589935882","8589935981","","","","","",""
"7133","8589935882","25769804213","","","","","",""
"7134","8589935883","8589936011","8589936171","8589936199","","","",""
"7135","8589935883","25769804214","","","","","",""
"7136","8589935884","25769804215","8589936017","","","","",""
"7137","8589935884","25769804216","","","","","",""
"7138","8589935885","8589935923","8589936112","8589936206","","","",""
"7139","8589935885","25769804217","","","","","",""
"7140","8589935886","25769804218","8589935899","","","","",""
"7141","8589935886","25769804219","8589936105","","","","",""
"7142","8589935887","25769804220","8589936036","","","","",""
"7143","8589935887","8589936019","","","","","",""
"7145","8589935889","8589935976","8589936013","","","","",""
"7146","8589935890","8589936111","","","","","",""
"7147","8589935891","8589936000","","","","","",""
"7148","8589935892","8589936075","","","","","",""
"7149","8589935892","8589936063","","","","","",""
"7150","8589935893","25769804221","8589935961","","","","",""
"7151","8589935894","8589936103","","","","","",""
"7152","8589935895","8589935947","8589936062","","","","",""
"7153","8589935895","8589936128","","","","","",""
"7154","8589935896","8589936131","8589936135","","","","",""
"7155","8589935897","8589936041","8589936129","","","","",""
"7156","8589935897","8589935988","","","","","",""
"7157","8589935898","8589935903","8589936001","","","","",""
"7159","8589935899","8589936065","","","","","",""
"7160","8589935900","25769804222","8589935984","","","","",""
"7161","8589935901","25769804223","","","","","",""
"7162","8589935902","8589935953","","","","","",""
"7163","8589935902","8589935927","8589936211","","","","",""
"7165","8589935904","8589936041","","","","","",""
"7166","8589935905","8589935934","8589935994","","","","",""
"7167","8589935905","25769804224","8589935997","","","","",""
"7168","8589935906","8589936101","8589936197","","","","",""
"7169","8589935906","25769804225","8589935926","","","","",""
"7170","8589935907","25769804226","8589935940","","","","",""
"7171","8589935908","25769804227","8589935987","","","","",""
"7172","8589935909","25769804228","8589936099","","","","",""
"7173","8589935909","8589935916","","","","","",""
"7174","8589935910","25769804229","","","","","",""
"7175","8589935911","25769804230","8589935974","","","","",""
"7176","8589935912","8589936110","","","","","",""
"7177","8589935912","25769804231","","","","","",""
"7178","8589935913","8589935956","","","","","",""
"7179","8589935914","25769804232","8589935957","","","","",""
"7180","8589935914","25769804233","","","","","",""
"7181","8589935915","25769804234","8589935950","","","","",""
"7182","8589935915","25769804235","","","","","",""
"7183","8589935917","25769804236","8589936048","","","","",""
"7185","8589935918","8589937330","","","","","",""
"7186","8589935918","8589935940","","","","","",""
"7187","8589935919","8589936084","","","","","",""
"7188","8589935920","25769804237","8589935960","","","","",""
"7189","8589935921","8589936107","","","","","",""
"7190","8589935922","25769804238","","","","","",""
"7191","8589935923","25769804239","","","","","",""
"7192","8589935924","25769804240","8589936042","","","","",""
"7193","8589935924","25769804241","","","","","",""
"7194","8589935925","8589937336","","","","","",""
"7195","8589935926","25769804242","8589935958","","","","",""
"7196","8589935927","8589936050","","","","","",""
"7197","8589935928","25769804243","8589936053","","","","",""
"7198","8589935928","8589935941","","","","","",""
"7199","8589935929","8589935958","8589936007","8589936079","","","",""
"7200","8589935929","25769804244","","","","","",""
"7201","8589935930","8589935935","8589936005","","","","",""
"7202","8589935931","8589935948","","","","","",""
"7203","8589935932","8589936039","","","","","",""
"7204","8589935933","25769804245","8589936005","","","","",""
"7205","8589935933","8589936116","8589936203","","","","",""
"7206","8589935934","8589936074","","","","","",""
"7207","8589935935","8589936035","","","","","",""
"7208","8589935936","25769804246","8589935993","","","","",""
"7209","8589935936","8589936021","8589936110","","","","",""
"7210","8589935937","25769804247","8589936018","","","","",""
"7211","8589935938","8589935971","","","","","",""
"7212","8589935938","25769804248","","","","","",""
"7213","8589935939","8589936016","","","","","",""
"7214","8589935941","25769804249","8589935943","","","","",""
"7215","8589935944","25769804250","8589936057","","","","",""
"7216","8589935944","25769804251","8589936043","","","","",""
"7217","8589935945","8589936094","8589936103","","","","",""
"7218","8589935945","8589936065","","","","","",""
"7219","8589935946","8589937332","","","","","",""
"7220","8589935947","25769804252","8589936073","","","","",""
"7221","8589935948","25769804253","","","","","",""
"7222","8589935949","8589936118","8589936121","","","","",""
"7223","8589935949","25769804254","","","","","",""
"7224","8589935950","25769804255","8589936013","","","","",""
"7225","8589935951","25769804256","","","","","",""
"7226","8589935952","8589936161","8589936181","","","","",""
"7227","8589935952","25769804257","","","","","",""
"7228","8589935954","8589937332","","","","","",""
"7229","8589935957","8589936119","8589936130","","","","",""
"7230","8589935959","25769804258","8589936165","","","","",""
"7231","8589935960","25769804259","","","","","",""
"7232","8589935962","25769804260","8589936114","","","","",""
"7233","8589935963","25769804261","8589936098","","","","",""
"7234","8589935964","25769804262","8589936122","","","","",""
"7235","8589935965","8589935996","","","","","",""
"7236","8589935966","25769804263","8589936068","","","","",""
"7237","8589935967","8589936056","","","","","",""
"7238","8589935967","25769804264","8589936054","","","","",""
"7239","8589935968","8589935992","","","","","",""
"7240","8589935968","25769804265","8589935979","","","","",""
"7241","8589935969","25769804266","8589936210","","","","",""
"7242","8589935969","8589936044","","","","","",""
"7243","8589935970","8589935994","","","","","",""
"7245","8589935971","8589936142","8589936146","","","","",""
"7246","8589935972","25769804267","8589936051","","","","",""
"7247","8589935975","25769804268","8589936076","","","","",""
"7248","8589935977","25769804269","","","","","",""
"7249","8589935978","8589936097","","","","","",""
"7250","8589935979","8589936028","","","","","",""
"7251","8589935980","25769804270","","","","","",""
"7252","8589935981","25769804271","8589936037","","","","",""
"7253","8589935982","25769804272","8589936078","","","","",""
"7254","8589935983","8589935989","","","","","",""
"7255","8589935983","25769804273","8589936017","","","","",""
"7256","8589935986","25769804274","8589936096","","","","",""
"7257","8589935986","25769804275","","","","","",""
"7258","8589935988","25769804276","","","","","",""
"7259","8589935989","8589936034","8589936080","","","","",""
"7260","8589935990","8589936064","","","","","",""
"7261","8589935991","8589936054","","","","","",""
"7262","8589935991","8589936093","","","","","",""
"7263","8589935992","8589936006","","","","","",""
"7264","8589935993","8589936089","","","","","",""
"7265","8589935998","25769804277","8589936035","","","","",""
"7266","8589935999","25769804278","","","","","",""
"7267","8589936000","25769804279","","","","","",""
"7268","8589936001","8589936026","8589936032","","","","",""
"7269","8589936002","25769804280","8589936058","","","","",""
"7270","8589936003","8589936070","","","","","",""
"7271","8589936004","25769804281","8589936101","","","","",""
"7272","8589936007","25769804282","","","","","",""
"7273","8589936008","25769804283","","","","","",""
"7274","8589936009","8589936089","","","","","",""
"7275","8589936010","8589936060","","","","","",""
"7276","8589936010","25769804284","8589936031","","","","",""
"7277","8589936011","25769804285","","","","","",""
"7278","8589936012","8589936109","","","","","",""
"7279","8589936012","25769804286","","","","","",""
"7280","8589936014","8589936030","8589936150","8589936156","","","",""
"7281","8589936014","25769804287","","","","","",""
"7282","8589936015","8589936068","","","","","",""
"7283","8589936016","25769804288","8589936029","","","","",""
"7284","8589936018","25769804289","","","","","",""
"7286","8589936020","25769804290","","","","","",""
"7287","8589936021","25769804291","","","","","",""
"7288","8589936022","8589936084","","","","","",""
"7289","8589936023","8589936059","","","","","",""
"7290","8589936023","8589936092","","","","","",""
"7291","8589936024","8589937330","","","","","",""
"7292","8589936025","8589936056","","","","","",""
"7293","8589936026","8589936185","","","","","",""
"7294","8589936027","25769804292","","","","","",""
"7295","8589936029","8589936034","","","","","",""
"7296","8589936030","25769804293","","","","","",""
"7297","8589936031","25769804294","8589936096","","","","",""
"7298","8589936032","25769804295","","","","","",""
"7299","8589936033","25769804296","","","","","",""
"7300","8589936038","8589936108","","","","","",""
"7301","8589936038","8589936074","","","","","",""
"7302","8589936040","25769804297","8589936047","","","","",""
"7303","8589936044","25769804298","","","","","",""
"7304","8589936045","25769804299","8589936121","","","","",""
"7305","8589936047","25769804300","","","","","",""
"7306","8589936049","8589936071","","","","","",""
"7307","8589936049","8589936160","","","","","",""
"7308","8589936050","25769804301","","","","","",""
"7309","8589936051","25769804302","8589936078","","","","",""
"7310","8589936052","25769804303","8589936092","","","","",""
"7311","8589936052","25769804304","","","","","",""
"7312","8589936058","8589936111","","","","","",""
"7313","8589936061","25769804305","","","","","",""
"7314","8589936062","8589936067","","","","","",""
"7315","8589936066","8589936091","","","","","",""
"7316","8589936067","8589936134","","","","","",""
"7317","8589936069","25769804306","","","","","",""
"7318","8589936070","25769804307","","","","","",""
"7319","8589936073","25769804308","","","","","",""
"7320","8589936076","8589936104","","","","","",""
"7322","8589936079","25769804309","","","","","",""
"7323","8589936080","25769804310","8589936087","","","","",""
"7324","8589936081","8589936085","","","","","",""
"7325","8589936081","25769804311","","","","","",""
"7326","8589936082","8589936144","8589936181","","","","",""
"7327","8589936082","25769804312","","","","","",""
"7328","8589936086","25769804313","8589936192","","","","",""
"7329","8589936087","25769804314","8589936099","","","","",""
"7330","8589936088","8589936133","8589936182","8589936194","8589936210","","",""
"7331","8589936090","25769804315","","","","","",""
"7332","8589936091","8589936100","","","","","",""
"7333","8589936094","25769804316","","","","","",""
"7334","8589936095","25769804317","","","","","",""
"7335","8589936098","25769804318","","","","","",""
"7336","8589936100","25769804319","","","","","",""
"7337","8589936102","25769804320","","","","","",""
"7338","8589936107","25769804321","","","","","",""
"7340","8589936113","8589936120","8589936123","","","","",""
"7341","8589936113","25769804322","","","","","",""
"7342","8589936115","8589936132","","","","","",""
"7343","8589936115","25769804323","8589936134","","","","",""
"7344","8589936116","25769804324","","","","","",""
"7345","8589936117","25769804325","","","","","",""
"7346","8589936118","25769804326","8589936133","","","","",""
"7347","8589936119","25769804327","8589936126","","","","",""
"7348","8589936120","25769804328","8589936183","","","","",""
"7349","8589936122","25769804329","8589936129","","","","",""
"7351","8589936126","25769804330","","","","","",""
"7352","8589936127","8589936211","","","","","",""
"7353","8589936127","25769804331","","","","","",""
"7354","8589936128","25769804332","","","","","",""
"7355","8589936130","8589936173","","","","","",""
"7356","8589936131","25769804333","8589936153","","","","",""
"7357","8589936135","25769804334","8589936151","","","","",""
"7358","8589936136","25769804335","8589936204","","","","",""
"7359","8589936137","8589936138","","","","","",""
"7360","8589936137","8589936140","","","","","",""
"7361","8589936139","25769804336","","","","","",""
"7362","8589936140","25769804337","8589936171","","","","",""
"7363","8589936141","8589936157","","","","","",""
"7364","8589936141","25769804338","8589936144","","","","",""
"7365","8589936142","8589936158","","","","","",""
"7366","8589936143","25769804339","8589936158","","","","",""
"7367","8589936143","8589936151","","","","","",""
"7368","8589936145","8589936154","","","","","",""
"7369","8589936146","8589936148","","","","","",""
"7370","8589936149","25769804340","8589936159","","","","",""
"7371","8589936152","25769804341","8589936156","","","","",""
"7372","8589936152","8589936155","8589936157","","","","",""
"7373","8589936153","25769804342","","","","","",""
"7374","8589936155","25769804343","","","","","",""
"7375","8589936160","8589936163","","","","","",""
"7376","8589936161","25769804344","8589936173","","","","",""
"7377","8589936162","8589936201","","","","","",""
"7378","8589936164","8589936172","","","","","",""
"7379","8589936165","25769804345","8589936207","","","","",""
"7380","8589936166","8589936193","8589936200","","","","",""
"7381","8589936167","8589936179","","","","","",""
"7382","8589936168","8589936174","","","","","",""
"7383","8589936168","8589936176","","","","","",""
"7384","8589936170","8589936187","","","","","",""
"7385","8589936175","25769804346","8589936191","","","","",""
"7386","8589936176","25769804347","","","","","",""
"7387","8589936177","8589936201","","","","","",""
"7388","8589936177","25769804348","8589936184","","","","",""
"7389","8589936178","8589936186","","","","","",""
"7390","8589936179","25769804349","8589936195","","","","",""
"7391","8589936180","25769804350","8589936193","","","","",""
"7392","8589936180","8589936185","8589936205","","","","",""
"7393","8589936182","25769804351","","","","","",""
"7394","8589936183","25769804352","8589936184","","","","",""
"7395","8589936188","25769804353","","","","","",""
"7396","8589936189","25769804354","8589936198","","","","",""
"7397","8589936190","25769804355","","","","","",""
"7399","8589936194","25769804356","","","","","",""
"7400","8589936196","8589936200","","","","","",""
"7401","8589936196","25769804357","8589936206","","","","",""
"7402","8589936197","25769804358","","","","","",""
"7403","8589936198","25769804359","8589936204","","","","",""
"7404","8589936199","25769804360","","","","","",""
"7405","8589936203","25769804361","8589936207","","","","",""
"7406","8589936205","25769804362","","","","","",""
"7407","8589936208","8589936209","","","","","",""
"7408","8589936208","25769804363","","","","","",""
"7409","8589936212","25769804364","","","","","",""
"7410","8589936213","8589935447","","","","","",""
"7411","8589936215","8589936216","","","","","",""
"7412","8589936215","8589936217","","","","","",""
"7413","8589936217","25769804365","8589936415","","","","",""
"7414","8589936218","8589936222","","","","","",""
"7415","8589936218","25769804366","","","","","",""
"7416","8589936219","8589936513","8589936700","","","","",""
"7417","8589936219","25769804367","","","","","",""
"7418","8589936220","8589936765","8589936768","","","","",""
"7419","8589936220","25769804368","8589936328","","","","",""
"7420","8589936221","8589936223","","","","","",""
"7421","8589936221","25769804369","8589936245","","","","",""
"7422","8589936222","8589936224","","","","","",""
"7423","8589936225","8589936364","8589936419","","","","",""
"7424","8589936225","8589936379","","","","","",""
"7425","8589936226","25769804370","8589936318","","","","",""
"7426","8589936226","25769804371","","","","","",""
"7427","8589936227","8589936293","8589936482","8589936709","","","",""
"7428","8589936227","25769804372","","","","","",""
"7429","8589936228","25769804373","8589936293","","","","",""
"7430","8589936228","8589936403","8589936424","","","","",""
"7431","8589936229","8589936383","8589936397","","","","",""
"7432","8589936229","25769804374","","","","","",""
"7433","8589936230","8589936300","","","","","",""
"7434","8589936231","8589936388","8589936420","","","","",""
"7435","8589936231","8589936232","8589936323","","","","",""
"7436","8589936232","8589936399","","","","","",""
"7437","8589936233","25769804375","8589936385","","","","",""
"7438","8589936233","25769804376","8589936370","","","","",""
"7439","8589936234","8589936321","","","","","",""
"7440","8589936234","8589936259","8589936410","","","","",""
"7441","8589936235","8589936290","","","","","",""
"7442","8589936235","25769804377","","","","","",""
"7443","8589936236","8589937320","","","","","",""
"7444","8589936236","25769804378","","","","","",""
"7445","8589936237","8589936629","8589936656","","","","",""
"7446","8589936237","25769804379","","","","","",""
"7447","8589936238","8589936250","","","","","",""
"7448","8589936238","8589937327","","","","","",""
"7449","8589936239","8589936562","8589936697","","","","",""
"7450","8589936239","25769804380","8589936311","","","","",""
"7451","8589936240","8589936334","","","","","",""
"7452","8589936240","25769804381","8589936376","","","","",""
"7453","8589936241","8589936361","","","","","",""
"7454","8589936242","8589936335","","","","","",""
"7455","8589936242","25769804382","8589936333","","","","",""
"7456","8589936243","25769804383","8589936286","","","","",""
"7457","8589936243","25769804384","8589936391","","","","",""
"7458","8589936244","25769804385","8589936352","","","","",""
"7459","8589936244","25769804386","8589936406","","","","",""
"7460","8589936245","25769804387","","","","","",""
"7461","8589936246","8589936662","8589936668","","","","",""
"7462","8589936246","25769804388","","","","","",""
"7463","8589936247","8589936281","","","","","",""
"7464","8589936247","25769804389","8589936345","","","","",""
"7465","8589936248","8589936275","8589936337","","","","",""
"7466","8589936248","25769804390","","","","","",""
"7467","8589936249","25769804391","8589936766","","","","",""
"7468","8589936249","25769804392","","","","","",""
"7469","8589936250","8589936316","8589936426","","","","",""
"7470","8589936251","8589936314","","","","","",""
"7471","8589936251","25769804393","8589936272","","","","",""
"7472","8589936252","25769804394","8589936381","","","","",""
"7473","8589936252","25769804395","8589936291","","","","",""
"7474","8589936253","8589936341","8589936389","","","","",""
"7475","8589936253","25769804396","","","","","",""
"7476","8589936254","8589936441","8589936484","","","","",""
"7477","8589936254","25769804397","","","","","",""
"7478","8589936255","8589936316","","","","","",""
"7479","8589936255","25769804398","8589936347","","","","",""
"7480","8589936256","8589936363","","","","","",""
"7481","8589936256","25769804399","","","","","",""
"7482","8589936257","8589936580","8589936648","","","","",""
"7483","8589936257","25769804400","","","","","",""
"7484","8589936258","25769804401","8589936368","","","","",""
"7485","8589936258","25769804402","","","","","",""
"7486","8589936259","8589936372","","","","","",""
"7487","8589936260","8589936288","8589936329","","","","",""
"7488","8589936260","8589936427","","","","","",""
"7489","8589936261","8589936362","","","","","",""
"7490","8589936261","25769804403","","","","","",""
"7491","8589936262","25769804404","","","","","",""
"7492","8589936263","8589936302","8589936306","8589936355","","","",""
"7493","8589936263","25769804405","8589936388","","","","",""
"7494","8589936264","25769804406","8589936486","","","","",""
"7495","8589936264","25769804407","","","","","",""
"7496","8589936265","8589936487","8589936512","","","","",""
"7497","8589936265","25769804408","","","","","",""
"7498","8589936266","8589936353","8589936565","8589936663","","","",""
"7499","8589936266","25769804409","","","","","",""
"7500","8589936267","8589936312","","","","","",""
"7501","8589936267","25769804410","","","","","",""
"7502","8589936268","8589936465","8589936606","","","","",""
"7503","8589936268","8589936322","","","","","",""
"7504","8589936269","8589936476","","","","","",""
"7505","8589936269","8589936290","8589936409","","","","",""
"7506","8589936270","8589936654","8589936755","","","","",""
"7507","8589936270","8589936425","","","","","",""
"7508","8589936271","8589936384","8589936495","","","","",""
"7509","8589936271","25769804411","","","","","",""
"7510","8589936272","25769804412","","","","","",""
"7511","8589936273","25769804413","8589936342","","","","",""
"7512","8589936273","8589936313","8589936318","","","","",""
"7513","8589936274","8589936403","8589936423","","","","",""
"7514","8589936274","8589936418","","","","","",""
"7515","8589936275","8589936332","8589936357","","","","",""
"7516","8589936276","25769804414","8589936387","","","","",""
"7517","8589936277","8589936515","8589936546","","","","",""
"7518","8589936277","25769804415","","","","","",""
"7519","8589936278","8589936458","8589936577","","","","",""
"7520","8589936278","25769804416","","","","","",""
"7521","8589936279","8589936349","8589936555","8589936732","","","",""
"7522","8589936279","25769804417","","","","","",""
"7523","8589936280","8589936291","8589936342","8589936382","","","",""
"7524","8589936280","25769804418","","","","","",""
"7525","8589936281","8589936585","8589936620","","","","",""
"7526","8589936282","8589936393","","","","","",""
"7527","8589936282","8589937322","","","","","",""
"7529","8589936284","8589936374","","","","","",""
"7530","8589936284","25769804419","8589936397","","","","",""
"7531","8589936285","8589936331","8589936559","","","","",""
"7532","8589936285","8589936304","","","","","",""
"7533","8589936286","8589936294","","","","","",""
"7534","8589936287","25769804420","8589936380","","","","",""
"7535","8589936287","25769804421","","","","","",""
"7536","8589936288","8589936321","","","","","",""
"7537","8589936289","8589936541","8589936582","8589936701","","","",""
"7538","8589936289","25769804422","","","","","",""
"7539","8589936292","8589936471","8589936527","","","","",""
"7540","8589936292","25769804423","","","","","",""
"7541","8589936294","25769804424","8589936313","","","","",""
"7542","8589936295","8589936348","","","","","",""
"7543","8589936296","8589936369","","","","","",""
"7544","8589936296","25769804425","8589936414","","","","",""
"7545","8589936297","25769804426","8589936549","","","","",""
"7546","8589936297","25769804427","8589936381","","","","",""
"7547","8589936298","8589936365","8589936368","","","","",""
"7548","8589936298","25769804428","","","","","",""
"7549","8589936299","8589936428","","","","","",""
"7550","8589936299","25769804429","","","","","",""
"7551","8589936300","8589936301","","","","","",""
"7552","8589936301","25769804430","","","","","",""
"7553","8589936302","25769804431","","","","","",""
"7554","8589936303","25769804432","8589936676","","","","",""
"7555","8589936303","25769804433","","","","","",""
"7556","8589936304","8589936324","","","","","",""
"7557","8589936305","8589937326","","","","","",""
"7558","8589936305","25769804434","8589936332","","","","",""
"7559","8589936306","25769804435","8589936391","","","","",""
"7560","8589936307","8589936576","8589936691","","","","",""
"7561","8589936307","25769804436","8589936331","","","","",""
"7562","8589936308","8589936446","8589936588","","","","",""
"7563","8589936308","25769804437","","","","","",""
"7564","8589936309","8589936336","","","","","",""
"7565","8589936309","25769804438","","","","","",""
"7566","8589936310","8589936657","8589936721","","","","",""
"7567","8589936310","25769804439","","","","","",""
"7568","8589936311","8589936380","","","","","",""
"7569","8589936312","8589936572","8589936598","","","","",""
"7570","8589936314","8589936408","","","","","",""
"7571","8589936315","25769804440","8589936386","","","","",""
"7572","8589936315","25769804441","","","","","",""
"7573","8589936317","8589936340","","","","","",""
"7574","8589936317","25769804442","","","","","",""
"7575","8589936319","25769804443","8589936406","","","","",""
"7576","8589936319","8589936366","8589936404","","","","",""
"7577","8589936320","25769804444","8589936589","","","","",""
"7578","8589936320","8589936329","","","","","",""
"7579","8589936322","25769804445","","","","","",""
"7580","8589936323","8589936339","8589936385","","","","",""
"7581","8589936324","25769804446","","","","","",""
"7582","8589936325","8589936444","8589936601","","","","",""
"7583","8589936325","8589936374","","","","","",""
"7584","8589936326","8589936415","","","","","",""
"7585","8589936326","25769804447","","","","","",""
"7586","8589936327","8589937327","","","","","",""
"7587","8589936327","25769804448","","","","","",""
"7588","8589936328","25769804449","","","","","",""
"7589","8589936330","8589936618","8589936744","","","","",""
"7590","8589936330","8589936395","","","","","",""
"7591","8589936333","25769804450","8589936334","","","","",""
"7592","8589936336","8589936633","8589936719","","","","",""
"7593","8589936337","25769804451","","","","","",""
"7594","8589936338","8589937322","","","","","",""
"7595","8589936338","25769804452","","","","","",""
"7596","8589936339","25769804453","","","","","",""
"7597","8589936340","8589936399","","","","","",""
"7598","8589936341","25769804454","8589936398","","","","",""
"7599","8589936343","8589936418","","","","","",""
"7600","8589936343","8589937320","","","","","",""
"7601","8589936344","25769804455","8589936667","","","","",""
"7602","8589936344","25769804456","8589936394","","","","",""
"7603","8589936345","25769804457","","","","","",""
"7604","8589936346","8589936386","8589936612","","","","",""
"7605","8589936346","25769804458","","","","","",""
"7606","8589936347","8589936407","","","","","",""
"7607","8589936348","8589936551","8589936593","","","","",""
"7608","8589936349","8589936351","","","","","",""
"7609","8589936350","8589936498","","","","","",""
"7610","8589936350","25769804459","","","","","",""
"7611","8589936351","25769804460","","","","","",""
"7612","8589936352","8589936421","","","","","",""
"7613","8589936353","25769804461","","","","","",""
"7614","8589936354","8589936394","","","","","",""
"7615","8589936354","25769804462","","","","","",""
"7616","8589936355","25769804463","","","","","",""
"7617","8589936356","8589936359","","","","","",""
"7618","8589936356","25769804464","","","","","",""
"7619","8589936357","25769804465","","","","","",""
"7620","8589936358","8589936428","","","","","",""
"7621","8589936360","25769804466","8589936371","","","","",""
"7622","8589936360","25769804467","","","","","",""
"7624","8589936362","8589936395","8589936780","","","","",""
"7625","8589936363","25769804468","8589936677","","","","",""
"7626","8589936364","25769804469","8589936423","","","","",""
"7627","8589936365","25769804470","8589936530","","","","",""
"7628","8589936366","25769804471","","","","","",""
"7629","8589936367","25769804472","","","","","",""
"7630","8589936369","8589936402","","","","","",""
"7631","8589936370","25769804473","","","","","",""
"7632","8589936371","8589936435","8589936450","","","","",""
"7633","8589936372","25769804474","","","","","",""
"7634","8589936373","8589936376","","","","","",""
"7635","8589936373","8589936402","","","","","",""
"7636","8589936375","8589937326","","","","","",""
"7637","8589936377","8589936429","","","","","",""
"7638","8589936378","8589936439","8589936558","","","","",""
"7639","8589936378","25769804475","","","","","",""
"7640","8589936379","25769804476","","","","","",""
"7641","8589936382","25769804477","","","","","",""
"7642","8589936383","25769804478","","","","","",""
"7643","8589936384","8589936422","","","","","",""
"7644","8589936387","8589936801","","","","","",""
"7645","8589936389","25769804479","","","","","",""
"7646","8589936390","25769804480","","","","","",""
"7647","8589936392","8589936763","8589936780","","","","",""
"7648","8589936392","25769804481","","","","","",""
"7649","8589936393","8589936424","","","","","",""
"7650","8589936396","8589936470","8589936528","","","","",""
"7651","8589936396","8589936405","","","","","",""
"7652","8589936398","8589936733","8589936736","8589936737","8589936745","","",""
"7653","8589936400","8589936750","8589936783","8589936796","","","",""
"7654","8589936400","25769804482","","","","","",""
"7655","8589936401","8589936408","","","","","",""
"7657","8589936405","25769804483","","","","","",""
"7658","8589936407","25769804484","","","","","",""
"7659","8589936409","25769804485","","","","","",""
"7660","8589936410","25769804486","","","","","",""
"7661","8589936411","25769804487","8589936706","","","","",""
"7662","8589936411","25769804488","","","","","",""
"7663","8589936412","8589936431","8589936523","","","","",""
"7664","8589936412","25769804489","","","","","",""
"7665","8589936413","8589936480","8589936720","8589936754","","","",""
"7666","8589936413","25769804490","","","","","",""
"7668","8589936416","8589936595","8589936669","","","","",""
"7669","8589936416","25769804491","","","","","",""
"7670","8589936417","8589936425","","","","","",""
"7671","8589936417","25769804492","","","","","",""
"7672","8589936419","8589936426","","","","","",""
"7673","8589936420","25769804493","","","","","",""
"7674","8589936427","25769804494","","","","","",""
"7675","8589936429","8589936430","","","","","",""
"7676","8589936430","25769804495","8589936498","","","","",""
"7677","8589936431","25769804496","","","","","",""
"7678","8589936432","25769804497","8589936658","","","","",""
"7679","8589936432","8589936600","","","","","",""
"7680","8589936433","8589936547","8589936655","","","","",""
"7681","8589936433","25769804498","","","","","",""
"7682","8589936434","8589936756","8589936764","","","","",""
"7683","8589936434","25769804499","8589936623","","","","",""
"7684","8589936435","8589936477","8589936804","","","","",""
"7685","8589936436","25769804500","8589936615","","","","",""
"7686","8589936436","8589936621","","","","","",""
"7687","8589936437","8589936683","","","","","",""
"7688","8589936437","25769804501","8589936438","","","","",""
"7689","8589936438","8589936645","","","","","",""
"7690","8589936439","8589936450","8589936797","","","","",""
"7691","8589936440","8589936560","8589936648","","","","",""
"7692","8589936440","8589936466","8589936564","","","","",""
"7693","8589936441","8589936464","8589936775","","","","",""
"7694","8589936442","25769804502","","","","","",""
"7695","8589936443","8589936568","","","","","",""
"7696","8589936443","8589936672","","","","","",""
